"","year","manufacturer","transmission_type","fuel_type","co2"
"1",2002,"Volvo","Automatic","CNG",183.666666666667
"2",2003,"Volvo","Automatic","CNG",183.666666666667
"3",2004,"Volvo","Automatic","CNG",183.666666666667
"4",2005,"Volvo","Automatic","CNG",181
"5",2006,"Volvo","Automatic","CNG",179.5
"6",2007,"Volvo","Automatic","CNG",179.5
"7",2011,"Volkswagen","Manual","CNG",156.5
"8",2012,"Volkswagen","Manual","CNG",156.5
"9",2013,"Volkswagen","Manual","CNG",156.5
"10",2002,"Volvo","Manual","CNG",165.333333333333
"11",2003,"Volvo","Manual","CNG",165.333333333333
"12",2004,"Volvo","Manual","CNG",165.333333333333
"13",2005,"Volvo","Manual","CNG",164
"14",2006,"Volvo","Manual","CNG",164
"15",2007,"Volvo","Manual","CNG",164
"16",2007,"Alfa Romeo","Automatic","Diesel",200.5
"17",2008,"Alfa Romeo","Automatic","Diesel",201.833333333333
"18",2009,"Alfa Romeo","Automatic","Diesel",201.833333333333
"19",2010,"Alfa Romeo","Automatic","Diesel",199.333333333333
"20",2011,"Alfa Romeo","Automatic","Diesel",119
"21",2012,"Alfa Romeo","Automatic","Diesel",119
"22",2013,"Alfa Romeo","Automatic","Diesel",119
"23",2000,"Audi","Automatic","Diesel",201
"24",2001,"Audi","Automatic","Diesel",222.833333333333
"25",2002,"Audi","Automatic","Diesel",214.285714285714
"26",2003,"Audi","Automatic","Diesel",207.5
"27",2004,"Audi","Automatic","Diesel",198
"28",2005,"Audi","Automatic","Diesel",209.684210526316
"29",2006,"Audi","Automatic","Diesel",207.06
"30",2007,"Audi","Automatic","Diesel",204.428571428571
"31",2008,"Audi","Automatic","Diesel",200.529411764706
"32",2009,"Audi","Automatic","Diesel",186.913793103448
"33",2010,"Audi","Automatic","Diesel",187.142857142857
"34",2011,"Audi","Automatic","Diesel",167.557692307692
"35",2012,"Audi","Automatic","Diesel",149.041666666667
"36",2013,"Audi","Automatic","Diesel",149.377049180328
"37",2000,"BMW","Automatic","Diesel",219.25
"38",2001,"BMW","Automatic","Diesel",224.285714285714
"39",2002,"BMW","Automatic","Diesel",213
"40",2003,"BMW","Automatic","Diesel",206.894736842105
"41",2004,"BMW","Automatic","Diesel",213.181818181818
"42",2005,"BMW","Automatic","Diesel",201.47619047619
"43",2006,"BMW","Automatic","Diesel",200.8
"44",2007,"BMW","Automatic","Diesel",189.65
"45",2008,"BMW","Automatic","Diesel",173.162790697674
"46",2009,"BMW","Automatic","Diesel",168.666666666667
"47",2010,"BMW","Automatic","Diesel",163.767441860465
"48",2011,"BMW","Automatic","Diesel",156.236363636364
"49",2012,"BMW","Automatic","Diesel",148.008928571429
"50",2013,"BMW","Automatic","Diesel",136.619834710744
"51",2006,"Cadillac","Automatic","Diesel",194
"52",2007,"Cadillac","Automatic","Diesel",194
"53",2008,"Cadillac","Automatic","Diesel",187.6
"54",2009,"Cadillac","Automatic","Diesel",186
"55",2010,"Cadillac","Automatic","Diesel",186
"56",2007,"Chevrolet","Automatic","Diesel",233
"57",2008,"Chevrolet","Automatic","Diesel",220
"58",2009,"Chevrolet","Automatic","Diesel",220
"59",2010,"Chevrolet","Automatic","Diesel",209
"60",2011,"Chevrolet","Automatic","Diesel",196.714285714286
"61",2012,"Chevrolet","Automatic","Diesel",184.75
"62",2013,"Chevrolet","Automatic","Diesel",176
"63",2000,"Chrysler Jeep","Automatic","Diesel",308
"64",2001,"Chrysler Jeep","Automatic","Diesel",308
"65",2002,"Chrysler Jeep","Automatic","Diesel",255
"66",2003,"Chrysler Jeep","Automatic","Diesel",263.666666666667
"67",2004,"Chrysler Jeep","Automatic","Diesel",259
"68",2005,"Chrysler Jeep","Automatic","Diesel",239
"69",2006,"Chrysler Jeep","Automatic","Diesel",240.571428571429
"70",2007,"Chrysler Jeep","Automatic","Diesel",247.222222222222
"71",2008,"Chrysler Jeep","Automatic","Diesel",248
"72",2009,"Chrysler Jeep","Automatic","Diesel",244.444444444444
"73",2010,"Chrysler Jeep","Automatic","Diesel",233.9375
"74",2011,"Chrysler Jeep","Automatic","Diesel",200.6
"75",2012,"Chrysler Jeep","Automatic","Diesel",204.2
"76",2013,"Chrysler Jeep","Automatic","Diesel",204.583333333333
"77",2000,"Citroen","Automatic","Diesel",230.75
"78",2001,"Citroen","Automatic","Diesel",172.166666666667
"79",2002,"Citroen","Automatic","Diesel",172.166666666667
"80",2003,"Citroen","Automatic","Diesel",172.166666666667
"81",2004,"Citroen","Automatic","Diesel",172.166666666667
"82",2005,"Citroen","Automatic","Diesel",198
"83",2006,"Citroen","Automatic","Diesel",185.5
"84",2007,"Citroen","Automatic","Diesel",174.090909090909
"85",2008,"Citroen","Automatic","Diesel",184.533333333333
"86",2009,"Citroen","Automatic","Diesel",175.705882352941
"87",2010,"Citroen","Automatic","Diesel",171.894736842105
"88",2011,"Citroen","Automatic","Diesel",147.8
"89",2012,"Citroen","Automatic","Diesel",137.2
"90",2013,"Citroen","Automatic","Diesel",127.038461538462
"91",2000,"Daewoo Cars","Automatic","Diesel",290
"92",2001,"Daewoo Cars","Automatic","Diesel",290
"93",2002,"Daewoo Cars","Automatic","Diesel",297.5
"94",2008,"Dodge","Automatic","Diesel",250
"95",2009,"Dodge","Automatic","Diesel",204
"96",2010,"Dodge","Automatic","Diesel",209
"97",2003,"Fiat","Automatic","Diesel",163.5
"98",2005,"Fiat","Automatic","Diesel",153
"99",2006,"Fiat","Automatic","Diesel",163.5
"100",2009,"Fiat","Automatic","Diesel",118.6
"101",2010,"Fiat","Automatic","Diesel",114.25
"102",2011,"Fiat","Automatic","Diesel",124.4
"103",2012,"Fiat","Automatic","Diesel",124.8
"104",2013,"Fiat","Automatic","Diesel",119.666666666667
"105",2000,"Ford","Automatic","Diesel",229
"106",2001,"Ford","Automatic","Diesel",229
"107",2002,"Ford","Automatic","Diesel",202.75
"108",2003,"Ford","Automatic","Diesel",165.347826086957
"109",2004,"Ford","Automatic","Diesel",202.2
"110",2005,"Ford","Automatic","Diesel",163.92
"111",2006,"Ford","Automatic","Diesel",170.461538461538
"112",2007,"Ford","Automatic","Diesel",138.6
"113",2008,"Ford","Automatic","Diesel",176.285714285714
"114",2009,"Ford","Automatic","Diesel",169.35
"115",2010,"Ford","Automatic","Diesel",166.769230769231
"116",2011,"Ford","Automatic","Diesel",160.833333333333
"117",2012,"Ford","Automatic","Diesel",158.15
"118",2013,"Ford","Automatic","Diesel",154.925
"119",2007,"Honda","Automatic","Diesel",167
"120",2008,"Honda","Automatic","Diesel",167
"121",2009,"Honda","Automatic","Diesel",167
"122",2010,"Honda","Automatic","Diesel",171.833333333333
"123",2011,"Honda","Automatic","Diesel",170.421052631579
"124",2012,"Honda","Automatic","Diesel",169.333333333333
"125",2013,"Honda","Automatic","Diesel",167.4
"126",2001,"Hyundai","Automatic","Diesel",235
"127",2002,"Hyundai","Automatic","Diesel",224
"128",2003,"Hyundai","Automatic","Diesel",237
"129",2004,"Hyundai","Automatic","Diesel",235
"130",2005,"Hyundai","Automatic","Diesel",230.25
"131",2006,"Hyundai","Automatic","Diesel",216.666666666667
"132",2007,"Hyundai","Automatic","Diesel",214.4
"133",2008,"Hyundai","Automatic","Diesel",190.833333333333
"134",2009,"Hyundai","Automatic","Diesel",190.833333333333
"135",2010,"Hyundai","Automatic","Diesel",180.333333333333
"136",2011,"Hyundai","Automatic","Diesel",182.625
"137",2012,"Hyundai","Automatic","Diesel",182
"138",2013,"Hyundai","Automatic","Diesel",176.857142857143
"139",2011,"Infiniti","Automatic","Diesel",220.333333333333
"140",2012,"Infiniti","Automatic","Diesel",220.333333333333
"141",2013,"Infiniti","Automatic","Diesel",224.5
"142",2000,"Isuzu","Automatic","Diesel",289
"143",2001,"Isuzu","Automatic","Diesel",289
"144",2002,"Isuzu","Automatic","Diesel",280
"145",2003,"Isuzu","Automatic","Diesel",275.5
"146",2004,"Isuzu","Automatic","Diesel",275.5
"147",2005,"Isuzu","Automatic","Diesel",275.5
"148",2006,"Isuzu","Automatic","Diesel",275.5
"149",2005,"Jaguar Cars","Automatic","Diesel",208
"150",2006,"Jaguar Cars","Automatic","Diesel",211
"151",2007,"Jaguar Cars","Automatic","Diesel",211
"152",2008,"Jaguar Cars","Automatic","Diesel",211
"153",2009,"Jaguar Cars","Automatic","Diesel",193.833333333333
"154",2010,"Jaguar Cars","Automatic","Diesel",192
"155",2011,"Jaguar Cars","Automatic","Diesel",187.222222222222
"156",2012,"Jaguar Cars","Automatic","Diesel",175.25
"157",2013,"Jaguar Cars","Automatic","Diesel",149.5
"158",2000,"Kia","Automatic","Diesel",240
"159",2001,"Kia","Automatic","Diesel",240
"160",2002,"Kia","Automatic","Diesel",235
"161",2003,"Kia","Automatic","Diesel",218
"162",2004,"Kia","Automatic","Diesel",226
"163",2005,"Kia","Automatic","Diesel",216
"164",2006,"Kia","Automatic","Diesel",218
"165",2007,"Kia","Automatic","Diesel",207.2
"166",2008,"Kia","Automatic","Diesel",198.75
"167",2009,"Kia","Automatic","Diesel",188.7
"168",2010,"Kia","Automatic","Diesel",180.888888888889
"169",2011,"Kia","Automatic","Diesel",175.75
"170",2012,"Kia","Automatic","Diesel",172.4
"171",2013,"Kia","Automatic","Diesel",163.619047619048
"172",2000,"Land Rover","Automatic","Diesel",294
"173",2001,"Land Rover","Automatic","Diesel",276
"174",2002,"Land Rover","Automatic","Diesel",282.2
"175",2003,"Land Rover","Automatic","Diesel",274.333333333333
"176",2004,"Land Rover","Automatic","Diesel",269.4
"177",2005,"Land Rover","Automatic","Diesel",271.25
"178",2006,"Land Rover","Automatic","Diesel",265
"179",2007,"Land Rover","Automatic","Diesel",266.1
"180",2008,"Land Rover","Automatic","Diesel",261.833333333333
"181",2009,"Land Rover","Automatic","Diesel",249.875
"182",2010,"Land Rover","Automatic","Diesel",249.1
"183",2011,"Land Rover","Automatic","Diesel",229.736842105263
"184",2012,"Land Rover","Automatic","Diesel",217
"185",2013,"Land Rover","Automatic","Diesel",204.625
"186",2000,"LTI","Automatic","Diesel",244
"187",2001,"LTI","Automatic","Diesel",244
"188",2002,"LTI","Automatic","Diesel",243.5
"189",2003,"LTI","Automatic","Diesel",243
"190",2004,"LTI","Automatic","Diesel",243
"191",2005,"LTI","Automatic","Diesel",243
"192",2006,"LTI","Automatic","Diesel",243
"193",2007,"LTI","Automatic","Diesel",243
"194",2008,"LTI","Automatic","Diesel",233
"195",2009,"LTI","Automatic","Diesel",233
"196",2010,"LTI","Automatic","Diesel",234
"197",2011,"LTI","Automatic","Diesel",233
"198",2012,"LTI","Automatic","Diesel",222
"199",2013,"LTI","Automatic","Diesel",222
"200",2003,"Mazda","Automatic","Diesel",119
"201",2004,"Mazda","Automatic","Diesel",119
"202",2005,"Mazda","Automatic","Diesel",119
"203",2006,"Mazda","Automatic","Diesel",119
"204",2012,"Mazda","Automatic","Diesel",142.333333333333
"205",2000,"Mercedes-Benz","Automatic","Diesel",205.833333333333
"206",2001,"Mercedes-Benz","Automatic","Diesel",195.190476190476
"207",2002,"Mercedes-Benz","Automatic","Diesel",189.321428571429
"208",2003,"Mercedes-Benz","Automatic","Diesel",182.137931034483
"209",2004,"Mercedes-Benz","Automatic","Diesel",183.9875
"210",2005,"Mercedes-Benz","Automatic","Diesel",185.118811881188
"211",2006,"Mercedes-Benz","Automatic","Diesel",188.390625
"212",2007,"Mercedes-Benz","Automatic","Diesel",194.744525547445
"213",2008,"Mercedes-Benz","Automatic","Diesel",193.279069767442
"214",2009,"Mercedes-Benz","Automatic","Diesel",190.722222222222
"215",2010,"Mercedes-Benz","Automatic","Diesel",190.537549407115
"216",2011,"Mercedes-Benz","Automatic","Diesel",169.876712328767
"217",2012,"Mercedes-Benz","Automatic","Diesel",161.660714285714
"218",2013,"Mercedes-Benz","Automatic","Diesel",150.475524475524
"219",2000,"Metrocab","Automatic","Diesel",260
"220",2001,"Metrocab","Automatic","Diesel",260
"221",2002,"Metrocab","Automatic","Diesel",260
"222",2003,"Metrocab","Automatic","Diesel",284
"223",2004,"Metrocab","Automatic","Diesel",284
"224",2005,"Metrocab","Automatic","Diesel",284
"225",2006,"Metrocab","Automatic","Diesel",284
"226",2007,"Metrocab","Automatic","Diesel",284
"227",2001,"MG Rover Group","Automatic","Diesel",190
"228",2002,"MG Rover Group","Automatic","Diesel",190
"229",2003,"MG Rover Group","Automatic","Diesel",190
"230",2004,"MG Rover Group","Automatic","Diesel",190
"231",2005,"MG Rover Group","Automatic","Diesel",190
"232",2006,"MG Rover Group","Automatic","Diesel",190
"233",2000,"Micro Compact Car","Automatic","Diesel",90
"234",2001,"Micro Compact Car","Automatic","Diesel",90
"235",2008,"Mini","Automatic","Diesel",135
"236",2009,"Mini","Automatic","Diesel",135
"237",2010,"Mini","Automatic","Diesel",135
"238",2011,"Mini","Automatic","Diesel",144.727272727273
"239",2012,"Mini","Automatic","Diesel",144.583333333333
"240",2013,"Mini","Automatic","Diesel",147
"241",2000,"Mitsubishi","Automatic","Diesel",284
"242",2001,"Mitsubishi","Automatic","Diesel",284
"243",2002,"Mitsubishi","Automatic","Diesel",280
"244",2003,"Mitsubishi","Automatic","Diesel",278
"245",2004,"Mitsubishi","Automatic","Diesel",278
"246",2005,"Mitsubishi","Automatic","Diesel",225.666666666667
"247",2006,"Mitsubishi","Automatic","Diesel",225.666666666667
"248",2007,"Mitsubishi","Automatic","Diesel",264.454545454545
"249",2008,"Mitsubishi","Automatic","Diesel",261.444444444444
"250",2009,"Mitsubishi","Automatic","Diesel",261.444444444444
"251",2010,"Mitsubishi","Automatic","Diesel",261.444444444444
"252",2011,"Mitsubishi","Automatic","Diesel",217.818181818182
"253",2012,"Mitsubishi","Automatic","Diesel",213.25
"254",2013,"Mitsubishi","Automatic","Diesel",206.555555555556
"255",2000,"Nissan","Automatic","Diesel",285
"256",2001,"Nissan","Automatic","Diesel",283
"257",2002,"Nissan","Automatic","Diesel",274.5
"258",2003,"Nissan","Automatic","Diesel",274.5
"259",2004,"Nissan","Automatic","Diesel",274.5
"260",2005,"Nissan","Automatic","Diesel",272
"261",2006,"Nissan","Automatic","Diesel",272
"262",2007,"Nissan","Automatic","Diesel",285
"263",2008,"Nissan","Automatic","Diesel",253.25
"264",2009,"Nissan","Automatic","Diesel",244.4
"265",2010,"Nissan","Automatic","Diesel",211.4
"266",2011,"Nissan","Automatic","Diesel",203.222222222222
"267",2012,"Nissan","Automatic","Diesel",212
"268",2013,"Nissan","Automatic","Diesel",199
"269",2001,"Peugeot","Automatic","Diesel",193
"270",2002,"Peugeot","Automatic","Diesel",183
"271",2003,"Peugeot","Automatic","Diesel",185.666666666667
"272",2004,"Peugeot","Automatic","Diesel",181.333333333333
"273",2005,"Peugeot","Automatic","Diesel",183.666666666667
"274",2006,"Peugeot","Automatic","Diesel",201.888888888889
"275",2007,"Peugeot","Automatic","Diesel",211.2
"276",2008,"Peugeot","Automatic","Diesel",188.4
"277",2009,"Peugeot","Automatic","Diesel",188.090909090909
"278",2010,"Peugeot","Automatic","Diesel",160.7
"279",2011,"Peugeot","Automatic","Diesel",138.382352941176
"280",2012,"Peugeot","Automatic","Diesel",132
"281",2013,"Peugeot","Automatic","Diesel",125.842105263158
"282",2009,"Porsche","Automatic","Diesel",244
"283",2010,"Porsche","Automatic","Diesel",244
"284",2011,"Porsche","Automatic","Diesel",180.75
"285",2012,"Porsche","Automatic","Diesel",176
"286",2013,"Porsche","Automatic","Diesel",186.5
"287",2000,"Renault","Automatic","Diesel",167.8
"288",2001,"Renault","Automatic","Diesel",166.8
"289",2002,"Renault","Automatic","Diesel",232
"290",2003,"Renault","Automatic","Diesel",237.5
"291",2004,"Renault","Automatic","Diesel",237.5
"292",2005,"Renault","Automatic","Diesel",211.571428571429
"293",2006,"Renault","Automatic","Diesel",205.352941176471
"294",2007,"Renault","Automatic","Diesel",198.2
"295",2008,"Renault","Automatic","Diesel",188.066666666667
"296",2009,"Renault","Automatic","Diesel",195.75
"297",2010,"Renault","Automatic","Diesel",169.705882352941
"298",2011,"Renault","Automatic","Diesel",160.928571428571
"299",2012,"Renault","Automatic","Diesel",134.5
"300",2013,"Renault","Automatic","Diesel",118
"301",2003,"Saab","Automatic","Diesel",199.5
"302",2004,"Saab","Automatic","Diesel",199.5
"303",2005,"Saab","Automatic","Diesel",197.666666666667
"304",2006,"Saab","Automatic","Diesel",197
"305",2007,"Saab","Automatic","Diesel",197
"306",2008,"Saab","Automatic","Diesel",190.461538461538
"307",2009,"Saab","Automatic","Diesel",186.375
"308",2010,"Saab","Automatic","Diesel",181.894736842105
"309",2011,"Saab","Automatic","Diesel",159.888888888889
"310",2000,"Seat","Automatic","Diesel",211
"311",2001,"Seat","Automatic","Diesel",205
"312",2002,"Seat","Automatic","Diesel",211
"313",2003,"Seat","Automatic","Diesel",205
"314",2004,"Seat","Automatic","Diesel",205
"315",2005,"Seat","Automatic","Diesel",180.333333333333
"316",2006,"Seat","Automatic","Diesel",174.5
"317",2007,"Seat","Automatic","Diesel",167.333333333333
"318",2008,"Seat","Automatic","Diesel",165
"319",2009,"Seat","Automatic","Diesel",164.428571428571
"320",2010,"Seat","Automatic","Diesel",152.818181818182
"321",2011,"Seat","Automatic","Diesel",142.272727272727
"322",2012,"Seat","Automatic","Diesel",141
"323",2013,"Seat","Automatic","Diesel",142.083333333333
"324",2001,"Skoda","Automatic","Diesel",174.5
"325",2002,"Skoda","Automatic","Diesel",185.666666666667
"326",2003,"Skoda","Automatic","Diesel",191.166666666667
"327",2004,"Skoda","Automatic","Diesel",188.333333333333
"328",2005,"Skoda","Automatic","Diesel",177.142857142857
"329",2006,"Skoda","Automatic","Diesel",177.142857142857
"330",2007,"Skoda","Automatic","Diesel",162.1
"331",2008,"Skoda","Automatic","Diesel",162.1
"332",2009,"Skoda","Automatic","Diesel",161.2
"333",2010,"Skoda","Automatic","Diesel",157.884615384615
"334",2011,"Skoda","Automatic","Diesel",152.285714285714
"335",2012,"Skoda","Automatic","Diesel",152.642857142857
"336",2013,"Skoda","Automatic","Diesel",142.925925925926
"337",2005,"Smart","Automatic","Diesel",118.5
"338",2006,"Smart","Automatic","Diesel",118.5
"339",2009,"Smart","Automatic","Diesel",88
"340",2010,"Smart","Automatic","Diesel",88
"341",2011,"Smart","Automatic","Diesel",86.5
"342",2012,"Smart","Automatic","Diesel",86.5
"343",2013,"Smart","Automatic","Diesel",86.6666666666667
"344",2003,"SsangYong","Automatic","Diesel",302
"345",2005,"SsangYong","Automatic","Diesel",280.4
"346",2006,"SsangYong","Automatic","Diesel",258.363636363636
"347",2007,"SsangYong","Automatic","Diesel",250.941176470588
"348",2008,"SsangYong","Automatic","Diesel",233.916666666667
"349",2009,"SsangYong","Automatic","Diesel",235.153846153846
"350",2010,"SsangYong","Automatic","Diesel",243.4
"351",2011,"SsangYong","Automatic","Diesel",231.5
"352",2012,"SsangYong","Automatic","Diesel",234.142857142857
"353",2013,"SsangYong","Automatic","Diesel",199.5
"354",2000,"Suzuki","Automatic","Diesel",244
"355",2001,"Suzuki","Automatic","Diesel",229.5
"356",2002,"Suzuki","Automatic","Diesel",215
"357",2003,"Suzuki","Automatic","Diesel",215
"358",2004,"Suzuki","Automatic","Diesel",215
"359",2000,"Toyota","Automatic","Diesel",326
"360",2001,"Toyota","Automatic","Diesel",309.5
"361",2002,"Toyota","Automatic","Diesel",309.5
"362",2003,"Toyota","Automatic","Diesel",277.666666666667
"363",2004,"Toyota","Automatic","Diesel",297
"364",2005,"Toyota","Automatic","Diesel",217
"365",2006,"Toyota","Automatic","Diesel",192.5
"366",2007,"Toyota","Automatic","Diesel",203.6
"367",2008,"Toyota","Automatic","Diesel",189.5
"368",2009,"Toyota","Automatic","Diesel",189.5
"369",2010,"Toyota","Automatic","Diesel",180.384615384615
"370",2011,"Toyota","Automatic","Diesel",169.214285714286
"371",2012,"Toyota","Automatic","Diesel",179.666666666667
"372",2013,"Toyota","Automatic","Diesel",183.222222222222
"373",2000,"Vauxhall","Automatic","Diesel",228.666666666667
"374",2001,"Vauxhall","Automatic","Diesel",255.5
"375",2002,"Vauxhall","Automatic","Diesel",255.5
"376",2003,"Vauxhall","Automatic","Diesel",196.5
"377",2004,"Vauxhall","Automatic","Diesel",204.916666666667
"378",2005,"Vauxhall","Automatic","Diesel",196.183333333333
"379",2006,"Vauxhall","Automatic","Diesel",193.275862068966
"380",2007,"Vauxhall","Automatic","Diesel",190.714285714286
"381",2008,"Vauxhall","Automatic","Diesel",192.387096774194
"382",2009,"Vauxhall","Automatic","Diesel",191.545454545455
"383",2010,"Vauxhall","Automatic","Diesel",182.428571428571
"384",2011,"Vauxhall","Automatic","Diesel",177.2
"385",2012,"Vauxhall","Automatic","Diesel",163.555555555556
"386",2013,"Vauxhall","Automatic","Diesel",158.115384615385
"387",2000,"Volkswagen","Automatic","Diesel",202.4
"388",2001,"Volkswagen","Automatic","Diesel",198.894736842105
"389",2002,"Volkswagen","Automatic","Diesel",204.0625
"390",2003,"Volkswagen","Automatic","Diesel",217.323529411765
"391",2004,"Volkswagen","Automatic","Diesel",213.15
"392",2005,"Volkswagen","Automatic","Diesel",220.75
"393",2006,"Volkswagen","Automatic","Diesel",216.433333333333
"394",2007,"Volkswagen","Automatic","Diesel",198.771428571429
"395",2008,"Volkswagen","Automatic","Diesel",205.391304347826
"396",2009,"Volkswagen","Automatic","Diesel",191.772727272727
"397",2010,"Volkswagen","Automatic","Diesel",183.142857142857
"398",2011,"Volkswagen","Automatic","Diesel",171.147540983607
"399",2012,"Volkswagen","Automatic","Diesel",160.976744186047
"400",2013,"Volkswagen","Automatic","Diesel",155.983050847458
"401",2000,"Volvo","Automatic","Diesel",196
"402",2002,"Volvo","Automatic","Diesel",207.666666666667
"403",2003,"Volvo","Automatic","Diesel",217.133333333333
"404",2004,"Volvo","Automatic","Diesel",217.133333333333
"405",2005,"Volvo","Automatic","Diesel",217.5
"406",2006,"Volvo","Automatic","Diesel",214.444444444444
"407",2007,"Volvo","Automatic","Diesel",204.428571428571
"408",2008,"Volvo","Automatic","Diesel",195.315789473684
"409",2009,"Volvo","Automatic","Diesel",195.173913043478
"410",2010,"Volvo","Automatic","Diesel",182.722222222222
"411",2011,"Volvo","Automatic","Diesel",166.659574468085
"412",2012,"Volvo","Automatic","Diesel",159.518518518519
"413",2013,"Volvo","Automatic","Diesel",149.438202247191
"414",2000,"Alfa Romeo","Manual","Diesel",179
"415",2001,"Alfa Romeo","Manual","Diesel",179
"416",2002,"Alfa Romeo","Manual","Diesel",177.75
"417",2003,"Alfa Romeo","Manual","Diesel",163.777777777778
"418",2004,"Alfa Romeo","Manual","Diesel",163.333333333333
"419",2005,"Alfa Romeo","Manual","Diesel",162.416666666667
"420",2006,"Alfa Romeo","Manual","Diesel",167.375
"421",2007,"Alfa Romeo","Manual","Diesel",168.666666666667
"422",2008,"Alfa Romeo","Manual","Diesel",173.307692307692
"423",2009,"Alfa Romeo","Manual","Diesel",164.066666666667
"424",2010,"Alfa Romeo","Manual","Diesel",151.15
"425",2011,"Alfa Romeo","Manual","Diesel",124.222222222222
"426",2012,"Alfa Romeo","Manual","Diesel",112.2
"427",2013,"Alfa Romeo","Manual","Diesel",112.2
"428",2000,"Audi","Manual","Diesel",171.666666666667
"429",2001,"Audi","Manual","Diesel",178.428571428571
"430",2002,"Audi","Manual","Diesel",177.6
"431",2003,"Audi","Manual","Diesel",181.6
"432",2004,"Audi","Manual","Diesel",177.535714285714
"433",2005,"Audi","Manual","Diesel",180.307692307692
"434",2006,"Audi","Manual","Diesel",171.966666666667
"435",2007,"Audi","Manual","Diesel",175.903225806452
"436",2008,"Audi","Manual","Diesel",166.638888888889
"437",2009,"Audi","Manual","Diesel",158.081081081081
"438",2010,"Audi","Manual","Diesel",154.158536585366
"439",2011,"Audi","Manual","Diesel",140.5
"440",2012,"Audi","Manual","Diesel",127.897959183673
"441",2013,"Audi","Manual","Diesel",125.490196078431
"442",2000,"BMW","Manual","Diesel",175.142857142857
"443",2001,"BMW","Manual","Diesel",177.625
"444",2002,"BMW","Manual","Diesel",179.5
"445",2003,"BMW","Manual","Diesel",176.578947368421
"446",2004,"BMW","Manual","Diesel",180.5
"447",2005,"BMW","Manual","Diesel",168.95652173913
"448",2006,"BMW","Manual","Diesel",168.321428571429
"449",2007,"BMW","Manual","Diesel",162.277777777778
"450",2008,"BMW","Manual","Diesel",146.375
"451",2009,"BMW","Manual","Diesel",144.434782608696
"452",2010,"BMW","Manual","Diesel",140.430769230769
"453",2011,"BMW","Manual","Diesel",136.282608695652
"454",2012,"BMW","Manual","Diesel",133.638888888889
"455",2013,"BMW","Manual","Diesel",125.775700934579
"456",2006,"Cadillac","Manual","Diesel",164
"457",2007,"Cadillac","Manual","Diesel",164
"458",2008,"Cadillac","Manual","Diesel",160.4
"459",2009,"Cadillac","Manual","Diesel",159.5
"460",2010,"Cadillac","Manual","Diesel",159.5
"461",2007,"Chevrolet","Manual","Diesel",197
"462",2008,"Chevrolet","Manual","Diesel",187.333333333333
"463",2009,"Chevrolet","Manual","Diesel",186.666666666667
"464",2010,"Chevrolet","Manual","Diesel",174.428571428571
"465",2011,"Chevrolet","Manual","Diesel",168.384615384615
"466",2012,"Chevrolet","Manual","Diesel",145.4375
"467",2013,"Chevrolet","Manual","Diesel",127.08
"468",2000,"Chrysler Jeep","Manual","Diesel",237
"469",2001,"Chrysler Jeep","Manual","Diesel",225
"470",2002,"Chrysler Jeep","Manual","Diesel",212.5
"471",2003,"Chrysler Jeep","Manual","Diesel",213.333333333333
"472",2004,"Chrysler Jeep","Manual","Diesel",207.142857142857
"473",2005,"Chrysler Jeep","Manual","Diesel",221
"474",2006,"Chrysler Jeep","Manual","Diesel",221
"475",2007,"Chrysler Jeep","Manual","Diesel",210.5
"476",2008,"Chrysler Jeep","Manual","Diesel",209.5
"477",2009,"Chrysler Jeep","Manual","Diesel",203.380952380952
"478",2010,"Chrysler Jeep","Manual","Diesel",221.111111111111
"479",2011,"Chrysler Jeep","Manual","Diesel",158.166666666667
"480",2012,"Chrysler Jeep","Manual","Diesel",153.444444444444
"481",2013,"Chrysler Jeep","Manual","Diesel",147.571428571429
"482",2000,"Citroen","Manual","Diesel",167.555555555556
"483",2001,"Citroen","Manual","Diesel",159.230769230769
"484",2002,"Citroen","Manual","Diesel",153.176470588235
"485",2003,"Citroen","Manual","Diesel",150.444444444444
"486",2004,"Citroen","Manual","Diesel",151.285714285714
"487",2005,"Citroen","Manual","Diesel",144.411764705882
"488",2006,"Citroen","Manual","Diesel",142.5
"489",2007,"Citroen","Manual","Diesel",153.103448275862
"490",2008,"Citroen","Manual","Diesel",153.305555555556
"491",2009,"Citroen","Manual","Diesel",153.952380952381
"492",2010,"Citroen","Manual","Diesel",149.121951219512
"493",2011,"Citroen","Manual","Diesel",137.612244897959
"494",2012,"Citroen","Manual","Diesel",132.809523809524
"495",2013,"Citroen","Manual","Diesel",125.90243902439
"496",2013,"Dacia","Manual","Diesel",117.75
"497",2000,"Daewoo Cars","Manual","Diesel",251.5
"498",2001,"Daewoo Cars","Manual","Diesel",251.5
"499",2002,"Daewoo Cars","Manual","Diesel",237.5
"500",2000,"Daihatsu","Manual","Diesel",248
"501",2001,"Daihatsu","Manual","Diesel",244
"502",2002,"Daihatsu","Manual","Diesel",244
"503",2007,"Dodge","Manual","Diesel",163.666666666667
"504",2008,"Dodge","Manual","Diesel",186
"505",2009,"Dodge","Manual","Diesel",182
"506",2010,"Dodge","Manual","Diesel",182
"507",2000,"Fiat","Manual","Diesel",162
"508",2001,"Fiat","Manual","Diesel",161.25
"509",2002,"Fiat","Manual","Diesel",160.142857142857
"510",2003,"Fiat","Manual","Diesel",155.315789473684
"511",2004,"Fiat","Manual","Diesel",165.8
