"","year","manufacturer","transmission_type","fuel_type","co2"
"1316",2011,"Peugeot","Automatic","Petrol",155.764705882353
"1317",2012,"Peugeot","Automatic","Petrol",151.214285714286
"1318",2013,"Peugeot","Automatic","Petrol",152.636363636364
"1319",2000,"Porsche","Automatic","Petrol",297
"1320",2001,"Porsche","Automatic","Petrol",295.857142857143
"1321",2002,"Porsche","Automatic","Petrol",286.333333333333
"1322",2003,"Porsche","Automatic","Petrol",301.933333333333
"1323",2004,"Porsche","Automatic","Petrol",299.909090909091
"1324",2005,"Porsche","Automatic","Petrol",309.466666666667
"1325",2006,"Porsche","Automatic","Petrol",297.2
"1326",2007,"Porsche","Automatic","Petrol",290.421052631579
"1327",2008,"Porsche","Automatic","Petrol",288.24
"1328",2009,"Porsche","Automatic","Petrol",269.551724137931
"1329",2010,"Porsche","Automatic","Petrol",261.71875
"1330",2011,"Porsche","Automatic","Petrol",240.09756097561
"1331",2012,"Porsche","Automatic","Petrol",238.826086956522
"1332",2013,"Porsche","Automatic","Petrol",232.361111111111
"1333",2000,"Proton","Automatic","Petrol",223.846153846154
"1334",2001,"Proton","Automatic","Petrol",222.258064516129
"1335",2002,"Proton","Automatic","Petrol",214.285714285714
"1336",2003,"Proton","Automatic","Petrol",214.285714285714
"1337",2004,"Proton","Automatic","Petrol",214.285714285714
"1338",2005,"Proton","Automatic","Petrol",207.333333333333
"1339",2006,"Proton","Automatic","Petrol",189.6
"1340",2007,"Proton","Automatic","Petrol",164.75
"1341",2008,"Proton","Automatic","Petrol",163.8
"1342",2009,"Proton","Automatic","Petrol",163.8
"1343",2010,"Proton","Automatic","Petrol",163.8
"1344",2011,"Proton","Automatic","Petrol",161.75
"1345",2000,"Renault","Automatic","Petrol",210.133333333333
"1346",2001,"Renault","Automatic","Petrol",205.214285714286
"1347",2002,"Renault","Automatic","Petrol",209.130434782609
"1348",2003,"Renault","Automatic","Petrol",209.31914893617
"1349",2004,"Renault","Automatic","Petrol",216.21875
"1350",2005,"Renault","Automatic","Petrol",221.414634146341
"1351",2006,"Renault","Automatic","Petrol",216.56
"1352",2007,"Renault","Automatic","Petrol",213.8
"1353",2008,"Renault","Automatic","Petrol",204.6
"1354",2009,"Renault","Automatic","Petrol",204.818181818182
"1355",2010,"Renault","Automatic","Petrol",189.090909090909
"1356",2011,"Renault","Automatic","Petrol",186.466666666667
"1357",2012,"Renault","Automatic","Petrol",183.666666666667
"1358",2013,"Renault","Automatic","Petrol",142
"1359",2000,"Rolls-Royce","Automatic","Petrol",420.333333333333
"1360",2001,"Rolls-Royce","Automatic","Petrol",437.714285714286
"1361",2002,"Rolls-Royce","Automatic","Petrol",450.444444444444
"1362",2003,"Rolls-Royce","Automatic","Petrol",385
"1363",2004,"Rolls-Royce","Automatic","Petrol",412.75
"1364",2005,"Rolls-Royce","Automatic","Petrol",385
"1365",2006,"Rolls-Royce","Automatic","Petrol",385
"1366",2007,"Rolls-Royce","Automatic","Petrol",378.5
"1367",2008,"Rolls-Royce","Automatic","Petrol",378
"1368",2009,"Rolls-Royce","Automatic","Petrol",377.75
"1369",2010,"Rolls-Royce","Automatic","Petrol",365.6
"1370",2011,"Rolls-Royce","Automatic","Petrol",374.555555555556
"1371",2012,"Rolls-Royce","Automatic","Petrol",337.666666666667
"1372",2013,"Rolls-Royce","Automatic","Petrol",347.5
"1373",2000,"Rover Group Limited","Automatic","Petrol",227.733333333333
"1374",2000,"Saab","Automatic","Petrol",247.785714285714
"1375",2001,"Saab","Automatic","Petrol",246
"1376",2002,"Saab","Automatic","Petrol",244.857142857143
"1377",2003,"Saab","Automatic","Petrol",240.789473684211
"1378",2004,"Saab","Automatic","Petrol",242.428571428571
"1379",2005,"Saab","Automatic","Petrol",238.04
"1380",2006,"Saab","Automatic","Petrol",242.6
"1381",2007,"Saab","Automatic","Petrol",240.755555555556
"1382",2008,"Saab","Automatic","Petrol",238.025
"1383",2009,"Saab","Automatic","Petrol",240.47619047619
"1384",2010,"Saab","Automatic","Petrol",235.035714285714
"1385",2011,"Saab","Automatic","Petrol",204
"1386",2000,"Seat","Automatic","Petrol",221.75
"1387",2001,"Seat","Automatic","Petrol",215.5
"1388",2002,"Seat","Automatic","Petrol",215.5
"1389",2003,"Seat","Automatic","Petrol",215.5
"1390",2004,"Seat","Automatic","Petrol",215.5
"1391",2005,"Seat","Automatic","Petrol",207.5
"1392",2006,"Seat","Automatic","Petrol",207.6
"1393",2007,"Seat","Automatic","Petrol",196.142857142857
"1394",2008,"Seat","Automatic","Petrol",196.142857142857
"1395",2009,"Seat","Automatic","Petrol",179.5
"1396",2010,"Seat","Automatic","Petrol",158.222222222222
"1397",2011,"Seat","Automatic","Petrol",145.75
"1398",2012,"Seat","Automatic","Petrol",141.333333333333
"1399",2013,"Seat","Automatic","Petrol",143.333333333333
"1400",2000,"Skoda","Automatic","Petrol",218.75
"1401",2001,"Skoda","Automatic","Petrol",206.5
"1402",2002,"Skoda","Automatic","Petrol",210.470588235294
"1403",2003,"Skoda","Automatic","Petrol",203.933333333333
"1404",2004,"Skoda","Automatic","Petrol",204.6875
"1405",2005,"Skoda","Automatic","Petrol",199.6
"1406",2006,"Skoda","Automatic","Petrol",203.5
"1407",2007,"Skoda","Automatic","Petrol",198.666666666667
"1408",2008,"Skoda","Automatic","Petrol",195.272727272727
"1409",2009,"Skoda","Automatic","Petrol",184.777777777778
"1410",2010,"Skoda","Automatic","Petrol",173.6
"1411",2011,"Skoda","Automatic","Petrol",159.954545454545
"1412",2012,"Skoda","Automatic","Petrol",155.347826086957
"1413",2013,"Skoda","Automatic","Petrol",153.96875
"1414",2003,"Smart","Automatic","Petrol",120.666666666667
"1415",2005,"Smart","Automatic","Petrol",122.588235294118
"1416",2006,"Smart","Automatic","Petrol",123.297297297297
"1417",2007,"Smart","Automatic","Petrol",120.307692307692
"1418",2008,"Smart","Automatic","Petrol",119.08
"1419",2009,"Smart","Automatic","Petrol",115.636363636364
"1420",2010,"Smart","Automatic","Petrol",114.869565217391
"1421",2011,"Smart","Automatic","Petrol",110.2
"1422",2012,"Smart","Automatic","Petrol",110.2
"1423",2013,"Smart","Automatic","Petrol",111.555555555556
"1424",2003,"SsangYong","Automatic","Petrol",352
"1425",2005,"SsangYong","Automatic","Petrol",352
"1426",2006,"SsangYong","Automatic","Petrol",352
"1427",2007,"SsangYong","Automatic","Petrol",352
"1428",2000,"Subaru","Automatic","Petrol",230.333333333333
"1429",2001,"Subaru","Automatic","Petrol",232.833333333333
"1430",2002,"Subaru","Automatic","Petrol",237.1
"1431",2003,"Subaru","Automatic","Petrol",213.315789473684
"1432",2004,"Subaru","Automatic","Petrol",228.578947368421
"1433",2005,"Subaru","Automatic","Petrol",211.461538461538
"1434",2006,"Subaru","Automatic","Petrol",215.227272727273
"1435",2007,"Subaru","Automatic","Petrol",225.166666666667
"1436",2008,"Subaru","Automatic","Petrol",218.666666666667
"1437",2009,"Subaru","Automatic","Petrol",212.8
"1438",2010,"Subaru","Automatic","Petrol",203
"1439",2011,"Subaru","Automatic","Petrol",192
"1440",2012,"Subaru","Automatic","Petrol",182.266666666667
"1441",2013,"Subaru","Automatic","Petrol",179.5
"1442",2000,"Suzuki","Automatic","Petrol",205
"1443",2001,"Suzuki","Automatic","Petrol",202.666666666667
"1444",2002,"Suzuki","Automatic","Petrol",202.133333333333
"1445",2003,"Suzuki","Automatic","Petrol",199.214285714286
"1446",2004,"Suzuki","Automatic","Petrol",199.214285714286
"1447",2005,"Suzuki","Automatic","Petrol",201.5
"1448",2006,"Suzuki","Automatic","Petrol",185.666666666667
"1449",2007,"Suzuki","Automatic","Petrol",185.142857142857
"1450",2008,"Suzuki","Automatic","Petrol",184.818181818182
"1451",2009,"Suzuki","Automatic","Petrol",189.333333333333
"1452",2010,"Suzuki","Automatic","Petrol",177.5
"1453",2011,"Suzuki","Automatic","Petrol",170.571428571429
"1454",2012,"Suzuki","Automatic","Petrol",168.875
"1455",2013,"Suzuki","Automatic","Petrol",165.625
"1456",2000,"Toyota","Automatic","Petrol",245.727272727273
"1457",2001,"Toyota","Automatic","Petrol",232.8125
"1458",2002,"Toyota","Automatic","Petrol",226.588235294118
"1459",2003,"Toyota","Automatic","Petrol",220.944444444444
"1460",2004,"Toyota","Automatic","Petrol",221.75
"1461",2005,"Toyota","Automatic","Petrol",211.6875
"1462",2006,"Toyota","Automatic","Petrol",218.916666666667
"1463",2007,"Toyota","Automatic","Petrol",210.7
"1464",2008,"Toyota","Automatic","Petrol",191.111111111111
"1465",2009,"Toyota","Automatic","Petrol",156.75
"1466",2010,"Toyota","Automatic","Petrol",144.272727272727
"1467",2011,"Toyota","Automatic","Petrol",146
"1468",2012,"Toyota","Automatic","Petrol",134.916666666667
"1469",2013,"Toyota","Automatic","Petrol",137
"1470",2000,"Vauxhall","Automatic","Petrol",227.103448275862
"1471",2001,"Vauxhall","Automatic","Petrol",223.75
"1472",2002,"Vauxhall","Automatic","Petrol",230.05
"1473",2003,"Vauxhall","Automatic","Petrol",216.947368421053
"1474",2004,"Vauxhall","Automatic","Petrol",222.721153846154
"1475",2005,"Vauxhall","Automatic","Petrol",212.868852459016
"1476",2006,"Vauxhall","Automatic","Petrol",210.924528301887
"1477",2007,"Vauxhall","Automatic","Petrol",206.166666666667
"1478",2008,"Vauxhall","Automatic","Petrol",207.888888888889
"1479",2009,"Vauxhall","Automatic","Petrol",207.472222222222
"1480",2010,"Vauxhall","Automatic","Petrol",196.357142857143
"1481",2011,"Vauxhall","Automatic","Petrol",164.75
"1482",2012,"Vauxhall","Automatic","Petrol",155.323529411765
"1483",2013,"Vauxhall","Automatic","Petrol",153.44
"1484",2000,"Volkswagen","Automatic","Petrol",223.736842105263
"1485",2001,"Volkswagen","Automatic","Petrol",246.903225806452
"1486",2002,"Volkswagen","Automatic","Petrol",247.870967741935
"1487",2003,"Volkswagen","Automatic","Petrol",257.545454545455
"1488",2004,"Volkswagen","Automatic","Petrol",259.758620689655
"1489",2005,"Volkswagen","Automatic","Petrol",256.4
"1490",2006,"Volkswagen","Automatic","Petrol",239.789473684211
"1491",2007,"Volkswagen","Automatic","Petrol",219.378378378378
"1492",2008,"Volkswagen","Automatic","Petrol",219.633333333333
"1493",2009,"Volkswagen","Automatic","Petrol",200.590909090909
"1494",2010,"Volkswagen","Automatic","Petrol",188.315789473684
"1495",2011,"Volkswagen","Automatic","Petrol",170.945945945946
"1496",2012,"Volkswagen","Automatic","Petrol",162.56862745098
"1497",2013,"Volkswagen","Automatic","Petrol",160.507936507937
"1498",2000,"Volvo","Automatic","Petrol",241.3125
"1499",2001,"Volvo","Automatic","Petrol",242.809523809524
"1500",2002,"Volvo","Automatic","Petrol",242.604166666667
"1501",2003,"Volvo","Automatic","Petrol",243.704545454545
"1502",2004,"Volvo","Automatic","Petrol",244.720930232558
"1503",2005,"Volvo","Automatic","Petrol",246.486486486486
"1504",2006,"Volvo","Automatic","Petrol",247.151515151515
"1505",2007,"Volvo","Automatic","Petrol",246.7
"1506",2008,"Volvo","Automatic","Petrol",250.076923076923
"1507",2009,"Volvo","Automatic","Petrol",255.590909090909
"1508",2010,"Volvo","Automatic","Petrol",250
"1509",2011,"Volvo","Automatic","Petrol",210.923076923077
"1510",2012,"Volvo","Automatic","Petrol",207.787878787879
"1511",2013,"Volvo","Automatic","Petrol",202.934782608696
"1512",2009,"Abarth","Manual","Petrol",157.333333333333
"1513",2010,"Abarth","Manual","Petrol",157
"1514",2011,"Abarth","Manual","Petrol",148.5
"1515",2012,"Abarth","Manual","Petrol",148.5
"1516",2013,"Abarth","Manual","Petrol",150.666666666667
"1517",2000,"Alfa Romeo","Manual","Petrol",226.6
"1518",2001,"Alfa Romeo","Manual","Petrol",232.653846153846
"1519",2002,"Alfa Romeo","Manual","Petrol",234.72
"1520",2003,"Alfa Romeo","Manual","Petrol",237.055555555556
"1521",2004,"Alfa Romeo","Manual","Petrol",242.555555555556
"1522",2005,"Alfa Romeo","Manual","Petrol",237.055555555556
"1523",2006,"Alfa Romeo","Manual","Petrol",237.25
"1524",2007,"Alfa Romeo","Manual","Petrol",235.857142857143
"1525",2008,"Alfa Romeo","Manual","Petrol",237.434782608696
"1526",2009,"Alfa Romeo","Manual","Petrol",219.714285714286
"1527",2010,"Alfa Romeo","Manual","Petrol",203.333333333333
"1528",2011,"Alfa Romeo","Manual","Petrol",151.111111111111
"1529",2012,"Alfa Romeo","Manual","Petrol",136.125
"1530",2013,"Alfa Romeo","Manual","Petrol",136.125
"1531",2000,"Aston Martin Lagonda","Manual","Petrol",480.5
"1532",2001,"Aston Martin Lagonda","Manual","Petrol",469
"1533",2002,"Aston Martin Lagonda","Manual","Petrol",432.5
"1534",2003,"Aston Martin Lagonda","Manual","Petrol",447
"1535",2004,"Aston Martin Lagonda","Manual","Petrol",447
"1536",2005,"Aston Martin Lagonda","Manual","Petrol",442
"1537",2006,"Aston Martin Lagonda","Manual","Petrol",436
"1538",2007,"Aston Martin Lagonda","Manual","Petrol",409
"1539",2008,"Aston Martin Lagonda","Manual","Petrol",382.8
"1540",2009,"Aston Martin Lagonda","Manual","Petrol",373.666666666667
"1541",2010,"Aston Martin Lagonda","Manual","Petrol",370
"1542",2011,"Aston Martin Lagonda","Manual","Petrol",320.5
"1543",2012,"Aston Martin Lagonda","Manual","Petrol",320.5
"1544",2013,"Aston Martin Lagonda","Manual","Petrol",339
"1545",2000,"Audi","Manual","Petrol",227.318181818182
"1546",2001,"Audi","Manual","Petrol",230.547619047619
"1547",2002,"Audi","Manual","Petrol",228.2
"1548",2003,"Audi","Manual","Petrol",221.916666666667
"1549",2004,"Audi","Manual","Petrol",228.525423728814
"1550",2005,"Audi","Manual","Petrol",225.82
"1551",2006,"Audi","Manual","Petrol",213.176470588235
"1552",2007,"Audi","Manual","Petrol",223.103448275862
"1553",2008,"Audi","Manual","Petrol",218.542857142857
"1554",2009,"Audi","Manual","Petrol",202.168316831683
"1555",2010,"Audi","Manual","Petrol",205.834951456311
"1556",2011,"Audi","Manual","Petrol",181.741379310345
"1557",2012,"Audi","Manual","Petrol",173.061224489796
"1558",2013,"Audi","Manual","Petrol",173.442307692308
"1559",2000,"BMW","Manual","Petrol",232.121212121212
"1560",2001,"BMW","Manual","Petrol",237.837837837838
"1561",2002,"BMW","Manual","Petrol",230.731707317073
"1562",2003,"BMW","Manual","Petrol",233.852459016393
"1563",2004,"BMW","Manual","Petrol",231.591836734694
"1564",2005,"BMW","Manual","Petrol",228.084210526316
"1565",2006,"BMW","Manual","Petrol",229.189655172414
"1566",2007,"BMW","Manual","Petrol",208.677966101695
"1567",2008,"BMW","Manual","Petrol",197.857142857143
"1568",2009,"BMW","Manual","Petrol",191.37037037037
"1569",2010,"BMW","Manual","Petrol",196.507936507937
"1570",2011,"BMW","Manual","Petrol",181.767441860465
"1571",2012,"BMW","Manual","Petrol",177.533333333333
"1572",2013,"BMW","Manual","Petrol",182.537037037037
"1573",2006,"Cadillac","Manual","Petrol",238.6
"1574",2007,"Cadillac","Manual","Petrol",231.666666666667
"1575",2008,"Cadillac","Manual","Petrol",226.454545454545
"1576",2009,"Cadillac","Manual","Petrol",237
"1577",2010,"Cadillac","Manual","Petrol",237
"1578",2000,"Chevrolet","Manual","Petrol",313
"1579",2001,"Chevrolet","Manual","Petrol",323.5
"1580",2002,"Chevrolet","Manual","Petrol",320.75
"1581",2003,"Chevrolet","Manual","Petrol",320.75
"1582",2004,"Chevrolet","Manual","Petrol",320.75
"1583",2005,"Chevrolet","Manual","Petrol",176.769230769231
"1584",2006,"Chevrolet","Manual","Petrol",171.717948717949
"1585",2007,"Chevrolet","Manual","Petrol",166.769230769231
"1586",2008,"Chevrolet","Manual","Petrol",160.6
"1587",2009,"Chevrolet","Manual","Petrol",159
"1588",2010,"Chevrolet","Manual","Petrol",148.153846153846
"1589",2011,"Chevrolet","Manual","Petrol",148.4
"1590",2012,"Chevrolet","Manual","Petrol",146.3125
"1591",2013,"Chevrolet","Manual","Petrol",160.5
"1592",2000,"Chrysler Jeep","Manual","Petrol",280.714285714286
"1593",2001,"Chrysler Jeep","Manual","Petrol",270.5
"1594",2002,"Chrysler Jeep","Manual","Petrol",243
"1595",2003,"Chrysler Jeep","Manual","Petrol",221.4
"1596",2004,"Chrysler Jeep","Manual","Petrol",230.076923076923
"1597",2005,"Chrysler Jeep","Manual","Petrol",244.571428571429
"1598",2006,"Chrysler Jeep","Manual","Petrol",260.8
"1599",2007,"Chrysler Jeep","Manual","Petrol",244.727272727273
"1600",2008,"Chrysler Jeep","Manual","Petrol",229.888888888889
"1601",2009,"Chrysler Jeep","Manual","Petrol",220.285714285714
"1602",2010,"Chrysler Jeep","Manual","Petrol",234.6
"1603",2011,"Chrysler Jeep","Manual","Petrol",200.6
"1604",2012,"Chrysler Jeep","Manual","Petrol",186.454545454545
"1605",2013,"Chrysler Jeep","Manual","Petrol",185.636363636364
"1606",2000,"Citroen","Manual","Petrol",202.59375
"1607",2001,"Citroen","Manual","Petrol",180.904761904762
"1608",2002,"Citroen","Manual","Petrol",176.304347826087
"1609",2003,"Citroen","Manual","Petrol",174.857142857143
"1610",2004,"Citroen","Manual","Petrol",176.590909090909
"1611",2005,"Citroen","Manual","Petrol",173.944444444444
"1612",2006,"Citroen","Manual","Petrol",165
"1613",2007,"Citroen","Manual","Petrol",167.5
"1614",2008,"Citroen","Manual","Petrol",169.782608695652
"1615",2009,"Citroen","Manual","Petrol",166.48275862069
"1616",2010,"Citroen","Manual","Petrol",152.565217391304
"1617",2011,"Citroen","Manual","Petrol",139.909090909091
"1618",2012,"Citroen","Manual","Petrol",139.7
"1619",2013,"Citroen","Manual","Petrol",138.035714285714
"1620",2006,"Corvette","Manual","Petrol",312.333333333333
"1621",2007,"Corvette","Manual","Petrol",312.333333333333
"1622",2008,"Corvette","Manual","Petrol",308.888888888889
"1623",2009,"Corvette","Manual","Petrol",326.833333333333
"1624",2010,"Corvette","Manual","Petrol",333.25
"1625",2012,"Corvette","Manual","Petrol",325.833333333333
"1626",2013,"Corvette","Manual","Petrol",325.833333333333
"1627",2013,"Dacia","Manual","Petrol",145
"1628",2000,"Daewoo Cars","Manual","Petrol",205.076923076923
"1629",2001,"Daewoo Cars","Manual","Petrol",216.535714285714
"1630",2002,"Daewoo Cars","Manual","Petrol",221.5
"1631",2003,"Daewoo Cars","Manual","Petrol",175.222222222222
"1632",2004,"Daewoo Cars","Manual","Petrol",177.416666666667
"1633",2005,"Daewoo Cars","Manual","Petrol",175.222222222222
"1634",2000,"Daihatsu","Manual","Petrol",161.8
"1635",2001,"Daihatsu","Manual","Petrol",152.454545454545
"1636",2002,"Daihatsu","Manual","Petrol",145.625
"1637",2003,"Daihatsu","Manual","Petrol",145.75
"1638",2004,"Daihatsu","Manual","Petrol",143.5
"1639",2005,"Daihatsu","Manual","Petrol",141.3
"1640",2006,"Daihatsu","Manual","Petrol",154.285714285714
"1641",2007,"Daihatsu","Manual","Petrol",147.666666666667
"1642",2008,"Daihatsu","Manual","Petrol",155.636363636364
"1643",2009,"Daihatsu","Manual","Petrol",156.625
"1644",2010,"Daihatsu","Manual","Petrol",156.625
"1645",2007,"Dodge","Manual","Petrol",282.333333333333
"1646",2008,"Dodge","Manual","Petrol",283.333333333333
"1647",2009,"Dodge","Manual","Petrol",222.875
"1648",2010,"Dodge","Manual","Petrol",187.333333333333
"1649",2000,"Ferrari","Manual","Petrol",480
"1650",2001,"Ferrari","Manual","Petrol",483.25
"1651",2002,"Ferrari","Manual","Petrol",483.25
"1652",2003,"Ferrari","Manual","Petrol",483.8
"1653",2004,"Ferrari","Manual","Petrol",483.8
"1654",2005,"Ferrari","Manual","Petrol",471.8
"1655",2006,"Ferrari","Manual","Petrol",453.5
"1656",2007,"Ferrari","Manual","Petrol",451.25
"1657",2008,"Ferrari","Manual","Petrol",387
"1658",2009,"Ferrari","Manual","Petrol",372.333333333333
"1659",2010,"Ferrari","Manual","Petrol",370.571428571429
"1660",2011,"Ferrari","Manual","Petrol",328.833333333333
"1661",2012,"Ferrari","Manual","Petrol",339.125
"1662",2013,"Ferrari","Manual","Petrol",344.3
"1663",2000,"Fiat","Manual","Petrol",190.92
"1664",2001,"Fiat","Manual","Petrol",177.242424242424
"1665",2002,"Fiat","Manual","Petrol",181.142857142857
"1666",2003,"Fiat","Manual","Petrol",174.851851851852
"1667",2004,"Fiat","Manual","Petrol",177.904761904762
"1668",2005,"Fiat","Manual","Petrol",174.884615384615
"1669",2006,"Fiat","Manual","Petrol",165.263157894737
"1670",2007,"Fiat","Manual","Petrol",157.846153846154
"1671",2008,"Fiat","Manual","Petrol",155
"1672",2009,"Fiat","Manual","Petrol",149.653846153846
"1673",2010,"Fiat","Manual","Petrol",144.652173913043
"1674",2011,"Fiat","Manual","Petrol",140.3125
"1675",2012,"Fiat","Manual","Petrol",129
"1676",2013,"Fiat","Manual","Petrol",126.375
"1677",2000,"Ford","Manual","Petrol",194.872093023256
"1678",2001,"Ford","Manual","Petrol",192.727272727273
"1679",2002,"Ford","Manual","Petrol",189.147540983607
"1680",2003,"Ford","Manual","Petrol",188.270833333333
"1681",2004,"Ford","Manual","Petrol",185.416666666667
"1682",2005,"Ford","Manual","Petrol",184.729508196721
"1683",2006,"Ford","Manual","Petrol",184.468085106383
"1684",2007,"Ford","Manual","Petrol",185
"1685",2008,"Ford","Manual","Petrol",171.025
"1686",2009,"Ford","Manual","Petrol",173.014705882353
"1687",2010,"Ford","Manual","Petrol",173.046153846154
"1688",2011,"Ford","Manual","Petrol",169.384615384615
"1689",2012,"Ford","Manual","Petrol",151.621621621622
"1690",2013,"Ford","Manual","Petrol",137.61038961039
"1691",2000,"Honda","Manual","Petrol",199.236363636364
"1692",2001,"Honda","Manual","Petrol",201.361111111111
"1693",2002,"Honda","Manual","Petrol",190.808510638298
"1694",2003,"Honda","Manual","Petrol",188.548387096774
"1695",2004,"Honda","Manual","Petrol",190.196721311475
"1696",2005,"Honda","Manual","Petrol",192.5
"1697",2006,"Honda","Manual","Petrol",184.851851851852
"1698",2007,"Honda","Manual","Petrol",183.413793103448
"1699",2008,"Honda","Manual","Petrol",182.366666666667
"1700",2009,"Honda","Manual","Petrol",182.366666666667
"1701",2010,"Honda","Manual","Petrol",165.285714285714
"1702",2011,"Honda","Manual","Petrol",158.489361702128
"1703",2012,"Honda","Manual","Petrol",156.414634146341
"1704",2013,"Honda","Manual","Petrol",151.742857142857
"1705",2007,"Hummer","Manual","Petrol",327
"1706",2008,"Hummer","Manual","Petrol",327
"1707",2009,"Hummer","Manual","Petrol",327
"1708",2010,"Hummer","Manual","Petrol",327
"1709",2000,"Hyundai","Manual","Petrol",185
"1710",2001,"Hyundai","Manual","Petrol",187.666666666667
"1711",2002,"Hyundai","Manual","Petrol",193.133333333333
"1712",2003,"Hyundai","Manual","Petrol",187.153846153846
"1713",2004,"Hyundai","Manual","Petrol",183.285714285714
"1714",2005,"Hyundai","Manual","Petrol",182.066666666667
"1715",2006,"Hyundai","Manual","Petrol",178.071428571429
"1716",2007,"Hyundai","Manual","Petrol",172.266666666667
"1717",2008,"Hyundai","Manual","Petrol",161.473684210526
"1718",2009,"Hyundai","Manual","Petrol",150.352941176471
"1719",2010,"Hyundai","Manual","Petrol",140.588235294118
"1720",2011,"Hyundai","Manual","Petrol",141.034482758621
"1721",2012,"Hyundai","Manual","Petrol",135.727272727273
"1722",2013,"Hyundai","Manual","Petrol",137.526315789474
"1723",2010,"Infiniti","Manual","Petrol",257
"1724",2011,"Infiniti","Manual","Petrol",257
"1725",2012,"Infiniti","Manual","Petrol",257
"1726",2000,"Isuzu","Manual","Petrol",326
"1727",2001,"Isuzu","Manual","Petrol",326
"1728",2002,"Isuzu","Manual","Petrol",329
"1729",2003,"Isuzu","Manual","Petrol",330.5
"1730",2004,"Isuzu","Manual","Petrol",330.5
"1731",2005,"Isuzu","Manual","Petrol",330.5
"1732",2006,"Isuzu","Manual","Petrol",330.5
"1733",2000,"Jaguar Cars","Manual","Petrol",268
"1734",2001,"Jaguar Cars","Manual","Petrol",249.333333333333
"1735",2002,"Jaguar Cars","Manual","Petrol",240.833333333333
"1736",2003,"Jaguar Cars","Manual","Petrol",235.875
"1737",2004,"Jaguar Cars","Manual","Petrol",235
"1738",2005,"Jaguar Cars","Manual","Petrol",235.875
"1739",2006,"Jaguar Cars","Manual","Petrol",243
"1740",2007,"Jaguar Cars","Manual","Petrol",243
"1741",2008,"Jaguar Cars","Manual","Petrol",243
"1742",2009,"Jaguar Cars","Manual","Petrol",243
"1743",2010,"Jaguar Cars","Manual","Petrol",243
"1744",2011,"Jaguar Cars","Manual","Petrol",243
"1745",2000,"Kia","Manual","Petrol",224
"1746",2001,"Kia","Manual","Petrol",213
"1747",2002,"Kia","Manual","Petrol",210.222222222222
"1748",2003,"Kia","Manual","Petrol",203.25
"1749",2004,"Kia","Manual","Petrol",202.625
"1750",2005,"Kia","Manual","Petrol",171
"1751",2006,"Kia","Manual","Petrol",175
"1752",2007,"Kia","Manual","Petrol",174.916666666667
"1753",2008,"Kia","Manual","Petrol",172.933333333333
"1754",2009,"Kia","Manual","Petrol",162.166666666667
"1755",2010,"Kia","Manual","Petrol",154.947368421053
"1756",2011,"Kia","Manual","Petrol",141.2
"1757",2012,"Kia","Manual","Petrol",131.735849056604
"1758",2013,"Kia","Manual","Petrol",133.225806451613
"1759",2000,"Lamborghini","Manual","Petrol",561.2
"1760",2001,"Lamborghini","Manual","Petrol",551.692307692308
"1761",2002,"Lamborghini","Manual","Petrol",520
"1762",2003,"Lamborghini","Manual","Petrol",501.666666666667
"1763",2004,"Lamborghini","Manual","Petrol",520
"1764",2005,"Lamborghini","Manual","Petrol",501.666666666667
"1765",2006,"Lamborghini","Manual","Petrol",481.538461538462
"1766",2007,"Lamborghini","Manual","Petrol",468.181818181818
"1767",2008,"Lamborghini","Manual","Petrol",437.888888888889
"1768",2009,"Lamborghini","Manual","Petrol",415.833333333333
"1769",2010,"Lamborghini","Manual","Petrol",436.875
"1770",2011,"Lamborghini","Manual","Petrol",436.875
"1771",2000,"Land Rover","Manual","Petrol",322.5
"1772",2001,"Land Rover","Manual","Petrol",297.666666666667
"1773",2002,"Land Rover","Manual","Petrol",322.5
"1774",2003,"Land Rover","Manual","Petrol",248
"1775",2004,"Land Rover","Manual","Petrol",248
"1776",2005,"Land Rover","Manual","Petrol",248
"1777",2006,"Land Rover","Manual","Petrol",248
"1778",2007,"Land Rover","Manual","Petrol",248
"1779",2000,"Lexus","Manual","Petrol",229
"1780",2001,"Lexus","Manual","Petrol",229
"1781",2002,"Lexus","Manual","Petrol",233
"1782",2003,"Lexus","Manual","Petrol",232
"1783",2004,"Lexus","Manual","Petrol",232
"1784",2005,"Lexus","Manual","Petrol",232
"1785",2006,"Lexus","Manual","Petrol",231
"1786",2007,"Lexus","Manual","Petrol",231
"1787",2008,"Lexus","Manual","Petrol",231
"1788",2009,"Lexus","Manual","Petrol",231
"1789",2011,"Lexus","Manual","Petrol",227
"1790",2000,"Lotus","Manual","Petrol",257.875
"1791",2001,"Lotus","Manual","Petrol",274.076923076923
"1792",2002,"Lotus","Manual","Petrol",299
"1793",2003,"Lotus","Manual","Petrol",281.833333333333
"1794",2004,"Lotus","Manual","Petrol",318.75
"1795",2005,"Lotus","Manual","Petrol",281.833333333333
"1796",2006,"Lotus","Manual","Petrol",213
"1797",2007,"Lotus","Manual","Petrol",209.6
"1798",2008,"Lotus","Manual","Petrol",209.6
"1799",2009,"Lotus","Manual","Petrol",209.6
"1800",2010,"Lotus","Manual","Petrol",209.6
"1801",2011,"Lotus","Manual","Petrol",195.857142857143
"1802",2012,"Lotus","Manual","Petrol",195.857142857143
"1803",2013,"Lotus","Manual","Petrol",210.142857142857
